Niveles,Limite
73.18309161,0
66.96651296,0
62.58293851,0
99.01356069,1
54.09036318,0
56.96550379,0
59.96550379,0
77.21622472,1
68.2636845,0
84.22641462,1
85.85627748,1
81.6576275,1
85.65226491,1
84.51912409,1
85.46950299,1
84.64945909,1
88.39512134,1
77.17686181,1
76.49433306,1
73.54068173,0
72.94002936,0
78.72455527,1
73.07285898,0
