Niveles,Limite
48.22414098,0
39.22692973,0
33.81434866,0
47.4975249,0
16.59486503,0
28.35070274,0
26.47498468,0
33.62940125,0
19.61914594,0
31.11419625,0
42.25123259,0
51.83486479,0
63.14478911,1
65.25467353,1
72.01263804,1
66.36267835,1
65.63557079,1
52.1912376,0
39.82147746,0
45.71600581,0
41.58230668,0
41.5823067,0
40.34053638,0
