Niveles,Limite
34.93314639,0
31.10777553,0
29.13100407,0
48.58071041,1
22.43083622,0
27.52642275,0
29.82471887,0
31.67857551,0
33.27506626,0
34.12707182,0
35.46055567,0
37.11890674,0
36.23222046,0
38.59738418,0
38.61434848,0
38.42598146,0
39.85672389,0
38.48739059,0
40.06573142,0
32.32453146,0
32.0397623,0
32.03976234,0
31.14707244,0
