Niveles,Limite
9.016229847,0
9.34143308,0
9.332902796,0
12.40687985,1
9.681493654,0
9.865548246,0
9.831124178,0
15.500652,1
9.926379205,0
9.930292143,0
9.892510629,0
9.893140297,0
10.44594689,1
9.81071351,0
9.825254136,0
9.892875573,0
9.607821702,0
9.11727288,0
9.246693026,0
9.320193727,0
9.157872615,0
9.294503865,0
9.43490116,0
